activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135011203,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,32,1,2,2,2,165000,61.5,4.625,0.9041,2,4683.08,NA,3187.5,2037.5,,180,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,49,39,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1,1,1,,,,,10,,,,5678,15.25,78700,110,1840,2562,29
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135011205,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,1,1,2,2,2,455000,94.29,4.875,0.1784,2,3075.51,NA,566.38,566.38,,360,NA,NA,2,2,2,2,485000,1,1,3,5,1,NA,178,39,3,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,45-54,35-44,No,No,1,1,1,,,,,10,,,,7541,51.66,78700,182,1463,2102,20
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135011901,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,31,1,2,2,2,265000,63.6,4.75,-0.053,2,3043.92,NA,1150,,,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,74,30%-<36%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,2,,,,,10,,,,5351,33.81,78700,170,1218,1556,29
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135011700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,1,1,1,1,2,2,2,285000,95,4.5,0.2459,2,5989.74,NA,3500,2850,,360,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,61,48,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,4840,21.05,78700,103,247,974,46
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135011202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,32,1,2,2,2,165000,65.68,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,72,30%-<36%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,3,1,,,,,4,,,,7481,23.61,78700,186,2416,2876,22
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135011102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,32,1,2,2,2,235000,56.19,4.99,0.8512,2,3800.98,NA,2035,885,,180,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,106,45,1,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,65-74,65-74,Yes,Yes,1,1,1,,,,,10,,,,6073,30.4,78700,105,1628,2074,27
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135011102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,32,1,2,2,2,135000,37.77,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,355000,1,1,3,5,1,NA,123,30%-<36%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,55-64,Yes,Yes,1,3,2,,,,,7,,,,6073,30.4,78700,105,1628,2074,27
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135010802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,32,1,2,2,2,295000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,52,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,3,1,,,,,10,,,,4629,14.52,78700,106,1648,2053,28
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135011400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,1,2,2,2,425000,87.52,4.5,0.0053,2,12559.36,NA,10701.25,9551.25,,360,NA,NA,2,2,2,2,485000,1,1,3,5,1,NA,141,30%-<36%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,4113,16.22,78700,204,450,789,47
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135010902,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,4,0,2,1,31,1,2,2,2,205000,NA,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,69,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,2,3,2,2,65-74,65-74,Yes,Yes,1,3,1,,,,,10,,,,4628,36.26,78700,106,1307,1815,25
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135011101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,32,1,2,2,2,185000,54.23,4.875,0.9607,2,4306.63,NA,2773.13,1623.13,,180,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,139,39,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,1,,,,,10,,,,8449,44.22,78700,107,2392,3288,21
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135011203,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Male,1,0,2,3,32,1,2,2,2,165000,64.04,4.99,0.2983,2,3511.76,NA,2713.75,1043.75,,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,60,36,1,10,14,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,1,,,,,10,,,,5678,15.25,78700,110,1840,2562,29
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135010705,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,2,32,1,2,2,2,365000,85,4.99,1.0088,2,13060.24,NA,4955.66,1368.66,,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,93,50%-60%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,55-64,9999,No,NA,1,1,3,,,,,10,,,,4628,32.09,78700,115,1056,1909,43
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135011204,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,32,1,2,2,2,325000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,82,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,3,1,,,,,10,,,,3453,26.27,78700,209,1070,1340,31
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135011800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,2,1,1,1,2,2,2,295000,88.14,4.75,0.1152,2,7934.98,NA,6525,6525,,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,137,45,3,10,2,,,,,5,,,,,2,4,2,23,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,3490,29,78700,146,654,920,35
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135011102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,32,1,2,2,2,95000,27.57,4.75,0.9496,2,3822.94,NA,2401.25,1251.25,,180,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,41,37,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,1,,,,,10,,,,6073,30.4,78700,105,1628,2074,27
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135010901,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,0,2,1,32,1,2,2,2,1125000,73.706,5.125,0.3861,2,15033.43,NA,12427,11277,,360,NA,NA,2,2,2,2,1535000,1,1,3,5,1,NA,477,42,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,6088,22.37,78700,94,2005,2357,28
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135011901,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,32,1,2,2,2,355000,45.31,5.5,0.63,2,0,NA,0,,,360,NA,NA,2,2,2,2,795000,1,1,3,5,1,NA,91,41,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,65-74,65-74,Yes,Yes,1,1,1,,,,,10,,,,5351,33.81,78700,170,1218,1556,29
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135011000,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,4,0,2,2,32,1,2,2,2,105000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,33,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,NA,1,3,3,,,,,10,,,,7096,20.03,78700,106,2002,3009,41
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135011800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,32,1,2,2,2,265000,78.71,5.25,0.4838,2,4801.22,NA,3169.05,2019.05,,360,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,57,44,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1,1,1,,,,,10,,,,3490,29,78700,146,654,920,35
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135010802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,32,1,2,2,2,285000,49.02,5.125,0.828,2,0,NA,0,,,180,NA,NA,2,2,2,2,575000,1,1,3,5,1,NA,106,49,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,45-54,No,No,1,1,1,,,,,10,,,,4629,14.52,78700,106,1648,2053,28
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135011203,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,495000,80,4.99,0.1451,2,7648.3,NA,4852,3702,,360,NA,NA,2,2,2,2,615000,1,1,3,5,1,NA,306,42,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,5678,15.25,78700,110,1840,2562,29
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135011202,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,1,32,2,2,1,2,145000,74.98,5.99,0.72,2,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,515000,1,1,3,5,1,NA,137,37,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,7481,23.61,78700,186,2416,2876,22
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135011203,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,32,1,2,2,2,115000,74.66,4.99,1.1637,2,4041.09,NA,2530,2380,,180,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,97,20%-<30%,1,9,3,,,,,2,,,,,2,2,6,,,,,5,,,,,2,2,3,1,2,2,55-64,65-74,No,Yes,1,1,1,,,,,10,,,,5678,15.25,78700,110,1840,2562,29
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135011101,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,2,32,1,2,2,2,165000,85,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,60,43,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,3,3,,,,,3,,,,8449,44.22,78700,107,2392,3288,21
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135011203,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Sex Not Available,3,0,2,1,1,1,2,2,2,125000,69.44,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,27,41,3,10,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,1,3,1,,,,,5,,,,5678,15.25,78700,110,1840,2562,29
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135011102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,32,1,2,2,2,75000,65.83,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,125000,1,1,3,5,1,NA,38,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,3,1,,,,,4,,,,6073,30.4,78700,105,1628,2074,27
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135011202,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,0,2,1,1,1,2,2,2,765000,80,4.75,-0.0713,2,4205,NA,3265,,,360,NA,NA,2,2,2,2,955000,1,1,3,5,1,NA,295,41,2,9,2,,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,2,1,6,,,,,10,,,,7481,23.61,78700,186,2416,2876,22
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135010901,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,32,1,2,2,2,185000,NA,NA,NA,3,NA,NA,NA,NA,NA,120,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,154,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,55-64,45-54,No,No,1,3,1,,,,,10,,,,6088,22.37,78700,94,2005,2357,28
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135010802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,32,1,2,2,2,265000,66.46,4.25,0.1622,2,7169.62,NA,6712.5,6712.5,,360,NA,84,2,2,2,2,405000,1,1,3,5,1,NA,435,<20%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,55-64,9999,No,NA,1,1,1,,,,,10,,,,4629,14.52,78700,106,1648,2053,28
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135010802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,31,1,2,2,2,245000,77.07,4.99,0.1804,2,5200.46,NA,3577.86,2427.86,,360,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,123,49,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,55-64,55-64,No,No,1,1,1,,,,,10,,,,4629,14.52,78700,106,1648,2053,28
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135011203,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,32,1,2,2,2,225000,70,5.25,0.6546,2,6783.32,NA,5155.75,4005.75,,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,76,39,1,9,2,,,,,3,,,,,2,2,5,,,,,6,,,,,2,2,1,3,2,2,55-64,55-64,Yes,No,1,1,2,,,,,10,,,,5678,15.25,78700,110,1840,2562,29
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135011101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,1,2,2,2,75000,68.8,5.875,1.3871,2,4341.48,NA,2843.75,1968.75,,360,NA,NA,2,2,2,2,105000,1,3,3,5,1,NA,41,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,2,,,,,10,,,,8449,44.22,78700,107,2392,3288,21
2018,549300FGXN1K3HLB1R50,20500,NC,37135,37135011204,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,1,2,2,2,155000,19.4,5.75,1.0233,2,2481,NA,795,,,360,NA,NA,2,2,2,2,775000,1,3,3,5,1,NA,121,47,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,2,,,,,10,,,,3453,26.27,78700,209,1070,1340,31
2018,549300AT7EB9FJAF0E61,20500,NC,37135,37135012100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,1,1,1,2,2,2,255000,65.79,4.25,-0.214,2,5224,NA,3277.5,2477.5,500,360,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,140,<20%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,1,,,,,10,,,,7414,28.47,78700,136,1629,2300,37
2018,549300JYXTZDSPJEPI44,20500,NC,37135,37135010801,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,85000,NA,4.875,NA,2,0,NA,0,,,360,NA,NA,2,2,2,2,115000,2,1,1,1,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4898,30.28,78700,98,1649,2251,25
