activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135011101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,1,1,1,1,2,2,2,175000.0,101.75,5.5,1.473,2,6440.96,NA,4649.4,,,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,83,30%-<36%,1,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,25-34,35-44,No,No,1,1,1,,,,,10,,,,8449,44.2199999999999989,75100,110,2392,3288,21
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135012100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,32,1,2,2,2,285000.0,77.26,3.75,-0.618,2,1846.58,NA,0.0,,,360,NA,60,2,2,2,2,365000,1,1,3,5,1,NA,151,20%-<30%,2,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,7414,28.4699999999999989,75100,139,1629,2300,37
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135011102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,1,1,1,1,2,2,2,255000.0,94.84,4.75,0.644,2,2473.54,NA,0.0,,,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,180,20%-<30%,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,1,,,,,10,,,,6073,30.3999999999999986,75100,108,1628,2074,27
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135011700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,1,1,1,1,2,2,2,235000.0,90.0,3.375,0.055,2,4808.72,NA,2340.0,2340.0,25.0,180,NA,NA,2,2,2,2,265000,1,2,3,5,1,NA,238,30%-<36%,3,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,1,,,,,10,,,,4840,21.0500000000000007,75100,106,247,974,46
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135011101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,315000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,49,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,3,1,,,,,10,,,,8449,44.2199999999999989,75100,110,2392,3288,21
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135012100,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,3,0,2,1,31,1,2,2,2,505000.0,80.74,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,625000,1,1,3,5,1,NA,320,20%-<30%,1,1,2,,,,,2,,,,,2,2,2,21,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,3,1,,,,,4,,,,7414,28.4699999999999989,75100,139,1629,2300,37
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135011000,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,3,1,1,2,2,2,335000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,93,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,3,1,,,,,10,,,,7096,20.0300000000000011,75100,109,2002,3009,41
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135010704,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,0,1,1,1,1,2,2,2,135000.0,90.0,4.25,0.191,2,1845.88,NA,0.0,,,360,NA,NA,2,2,2,2,155000,1,2,3,5,1,NA,83,47,2,2,1,12,,,,1,14,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,1,,,,,10,,,,5741,40.9699999999999989,75100,89,960,1471,30
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135011000,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,3,1,1,2,2,2,405000.0,100.0,3.625,-0.494,2,2739.54,NA,0.0,,,360,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,210,20%-<30%,3,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,65-74,No,Yes,1,1,1,,,,,10,,,,7096,20.0300000000000011,75100,109,2002,3009,41
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135011202,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,3,1,1,2,2,2,375000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,172,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,45-54,45-54,No,No,1,3,1,,,,,10,,,,7481,23.6099999999999994,75100,191,2416,2876,22
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135012201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,1,1,1,1,2,2,2,125000.0,87.69,4.75,0.874,2,4110.68,NA,2226.88,954.38,100.0,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,38,37,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,2692,16.0100000000000016,75100,221,1024,1126,30
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135011000,NC,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,0,1,3,1,1,2,2,2,555000.0,96.68,3.375,0.121,2,20834.86,NA,0.0,,50.0,360,NA,NA,2,2,2,2,565000,1,1,3,5,1,NA,130,39,1,1,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,1,,,,,10,,,,7096,20.0300000000000011,75100,109,2002,3009,41
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135010706,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,3,1,1,1,1,2,2,2,215000.0,80.0,4.0,0.16,2,1954.58,NA,0.0,,265.0,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,75,20%-<30%,2,2,2,,,,,2,,,,,2,2,2,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,3498,13.3499999999999996,75100,200,1085,1276,23
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135011101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,1,1,1,1,2,2,2,195000.0,90.0,4.25,0.499,2,2252.37,NA,0.0,,,360,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,100,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,8449,44.2199999999999989,75100,110,2392,3288,21
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135010706,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,35000.0,91.76,7.0,NA,2,NA,NA,NA,NA,NA,480,NA,1,2,2,2,2,395000,1,1,3,5,1,NA,118,50%-60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,3498,13.3499999999999996,75100,200,1085,1276,23
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135011102,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,2,35000.0,69.74,5.5,NA,2,NA,NA,NA,NA,NA,480,NA,1,2,2,2,2,285000,1,1,3,5,1,NA,72,39,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,6073,30.3999999999999986,75100,108,1628,2074,27
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135011000,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,3,31,1,2,2,2,135000.0,55.69,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,NA,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,3,6,,,,,3,,,,7096,20.0300000000000011,75100,109,2002,3009,41
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135010701,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,155000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,48,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,3,1,,,,,10,,,,2029,38.740000000000002,75100,173,616,813,33
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135011203,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,3,0,2,1,32,1,2,2,2,5000.0,0.37,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,83,<20%,1,1,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,55-64,55-64,Yes,No,1,3,6,,,,,3,,,,5678,15.25,75100,112,1840,2562,29
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135011000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,4,0,2,1,1,1,2,2,2,205000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,280,NA,9,9,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,3,1,,,,,10,,,,7096,20.0300000000000011,75100,109,2002,3009,41
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135010902,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,4,0,2,1,1,1,2,2,2,195000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,85,NA,9,9,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,3,1,,,,,10,,,,4628,36.259999999999998,75100,108,1307,1815,25
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135010802,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,2 or more minority races,Female,4,0,2,2,32,1,2,2,2,155000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,2,1,1,1,1,NA,61,NA,9,9,2,,,,,5,,,,,2,4,1,3,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,NA,1,3,6,,,,,10,,,,4629,14.5199999999999996,75100,109,1648,2053,28
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135010902,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,35000.0,78.09,5.5,NA,2,NA,NA,NA,NA,NA,480,NA,1,2,2,2,2,255000,1,1,3,5,1,NA,102,20%-<30%,1,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,4628,36.259999999999998,75100,108,1307,1815,25
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135010706,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,2,2,2,1,2,25000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,480,NA,1,2,2,2,2,NA,1,1,3,5,1,NA,314,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,3,6,,,,,10,,,,3498,13.3499999999999996,75100,200,1085,1276,23
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135011203,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Joint,4,0,2,1,4,2,2,1,2,235000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,480,NA,1,2,2,2,2,NA,1,1,3,5,1,NA,103,NA,9,9,3,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,3,6,,,,,10,,,,5678,15.25,75100,112,1840,2562,29
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135010801,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,2,2,2,2,45000.0,92.51,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,92,30%-<36%,1,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,3,6,,,,,9,3,,,4898,30.2800000000000011,75100,100,1649,2251,25
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135011203,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,5,0,2,1,31,1,2,2,2,565000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,505,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,1,,,,,10,,,,5678,15.25,75100,112,1840,2562,29
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135011000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,32,1,2,2,2,295000.0,70.0,3.625,0.049,2,6827.21,NA,4410.0,2940.0,,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,137,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,1,,,,,10,,,,7096,20.0300000000000011,75100,109,2002,3009,41
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135010902,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,355000.0,94.667,3.5,0.449,2,2382.28,NA,0.0,,,180,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,290,<20%,2,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,1,,,,,10,,,,4628,36.259999999999998,75100,108,1307,1815,25
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135011202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,4,0,2,1,32,1,2,2,2,455000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,138,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,2,27,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,1,1,1,,,,,10,,,,7481,23.6099999999999994,75100,191,2416,2876,22
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135011102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,3,0,2,1,31,1,2,2,2,155000.0,66.638,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,150,20%-<30%,3,2,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,3,,,,6073,30.3999999999999986,75100,108,1628,2074,27
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135011902,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,295000.0,36.709,3.75,0.159,2,2126.14,NA,0.0,,,360,NA,NA,2,2,2,2,795000,1,1,3,5,1,NA,178,30%-<36%,3,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,1,,,,,10,,,,3645,25.6799999999999997,75100,185,934,1279,35
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135011700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,32,1,2,2,2,425000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,176,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,25-34,45-54,No,No,1,1,1,,,,,10,,,,4840,21.0500000000000007,75100,106,247,974,46
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135010902,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,4,0,2,3,1,1,2,2,2,225000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,118,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,4628,36.259999999999998,75100,108,1307,1815,25
2019,5493003GQDUH26DNNH17,20500,NC,37135,37135011101,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,4,0,2,3,1,1,2,2,2,235000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,73,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,1,,,,,10,,,,8449,44.2199999999999989,75100,110,2392,3288,21
